UF,Nome_UF,Mesorregião Geográfica,Nome_Mesorregião,Microrregião Geográfica,Nome_Microrregião,Município,Código Município Completo,Nome_Município,LONG,LAT,ALT
42,Santa Catarina,01,Oeste Catarinense,005,Concórdia,01653,4201653,Arvoredo,-52.457788841,-27.073533558,369.92
42,Santa Catarina,04,Vale do Itajaí,012,Blumenau,01703,4201703,Ascurra,-49.386363427,-26.95477584,100.1
42,Santa Catarina,04,Vale do Itajaí,014,Ituporanga,01802,4201802,Atalanta,-49.779456674,-27.420536001,538.54
42,Santa Catarina,04,Vale do Itajaí,011,Rio do Sul,01901,4201901,Aurora,-49.643627907,-27.299029494,348.07
42,Santa Catarina,06,Sul Catarinense,020,Araranguá,01950,4201950,Balneário Arroio do Silva,-49.40570279,-28.980402454,5.9
42,Santa Catarina,02,Norte Catarinense,008,Joinville,02057,4202057,Balneário Barra do Sul,-48.606645876,-26.456429567,0.68
42,Santa Catarina,04,Vale do Itajaí,013,Itajaí,02008,4202008,Balneário Camboriú,-48.634617477,-26.991818605,9.04
42,Santa Catarina,06,Sul Catarinense,020,Araranguá,02073,4202073,Balneário Gaivota,-49.590893782,-29.164521268,7.57
42,Santa Catarina,04,Vale do Itajaí,013,Itajaí,12809,4212809,Balneário Piçarras,-48.675051353,-26.769170538,7.79
42,Santa Catarina,06,Sul Catarinense,019,Criciúma,20000,4220000,Balneário Rincão,0,0,0
42,Santa Catarina,01,Oeste Catarinense,001,São Miguel do Oeste,02081,4202081,Bandeirante,-53.6410495,-26.768937901,502.98
42,Santa Catarina,01,Oeste Catarinense,001,São Miguel do Oeste,02099,4202099,Barra Bonita,-53.44130254,-26.652293599,317.89
42,Santa Catarina,04,Vale do Itajaí,013,Itajaí,02107,4202107,Barra Velha,-48.68386427,-26.634361408,24.39
42,Santa Catarina,02,Norte Catarinense,006,Canoinhas,02131,4202131,Bela Vista do Toldo,-50.464788238,-26.27622827,769.87
42,Santa Catarina,01,Oeste Catarinense,001,São Miguel do Oeste,02156,4202156,Belmonte,-53.580977231,-26.844586347,567.35
42,Santa Catarina,04,Vale do Itajaí,012,Blumenau,02206,4202206,Benedito Novo,-49.364402749,-26.777507569,195.52
42,Santa Catarina,05,Grande Florianópolis,016,Florianópolis,02305,4202305,Biguaçu,-48.654488928,-27.4943227,0
42,Santa Catarina,04,Vale do Itajaí,012,Blumenau,02404,4202404,Blumenau,-49.057630884,-26.916107705,23.42
42,Santa Catarina,03,Serrana,010,Campos de Lages,02438,4202438,Bocaina do Sul,-49.94589791,-27.743198306,856.25
42,Santa Catarina,03,Serrana,010,Campos de Lages,02503,4202503,Bom Jardim da Serra,-49.624977745,-28.33794719,1247.01
42,Santa Catarina,01,Oeste Catarinense,003,Xanxerê,02537,4202537,Bom Jesus,-52.393015959,-26.73592343,663.56
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,02578,4202578,Bom Jesus do Oeste,-53.09535028,-26.691811554,607.02
42,Santa Catarina,03,Serrana,010,Campos de Lages,02602,4202602,Bom Retiro,-49.489833766,-27.798671001,892.83
42,Santa Catarina,04,Vale do Itajaí,013,Itajaí,02453,4202453,Bombinhas,-48.521345134,-27.144254699,73.29
42,Santa Catarina,04,Vale do Itajaí,012,Blumenau,02701,4202701,Botuverá,-49.078484361,-27.202106861,116.8
42,Santa Catarina,06,Sul Catarinense,018,Tubarão,02800,4202800,Braço do Norte,-49.164547708,-28.280038867,64.38
42,Santa Catarina,04,Vale do Itajaí,011,Rio do Sul,02859,4202859,Braço do Trombudo,-49.890907935,-27.364251345,412.95
42,Santa Catarina,03,Serrana,009,Curitibanos,02875,4202875,Brunópolis,-50.835920771,-27.31836215,901.99
42,Santa Catarina,04,Vale do Itajaí,012,Blumenau,02909,4202909,Brusque,-48.915163005,-27.098310226,24.64
42,Santa Catarina,01,Oeste Catarinense,004,Joaçaba,03006,4203006,Caçador,-51.019034758,-26.775347672,890.7
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,03105,4203105,Caibi,-53.250527195,-27.07305393,322.7
42,Santa Catarina,01,Oeste Catarinense,004,Joaçaba,03154,4203154,Calmon,-51.096634904,-26.604677177,1184.45
42,Santa Catarina,04,Vale do Itajaí,013,Itajaí,03204,4203204,Camboriú,-48.649995852,-27.026456499,9.5
42,Santa Catarina,02,Norte Catarinense,007,São Bento do Sul,03303,4203303,Campo Alegre,-49.263344482,-26.190659282,861.49
42,Santa Catarina,03,Serrana,010,Campos de Lages,03402,4203402,Campo Belo do Sul,-50.761993751,-27.896657387,999.33
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,03501,4203501,Campo Erê,-53.09015517,-26.394551141,940.95
42,Santa Catarina,03,Serrana,009,Curitibanos,03600,4203600,Campos Novos,-51.223672993,-27.399052979,938.5
42,Santa Catarina,05,Grande Florianópolis,015,Tijucas,03709,4203709,Canelinha,-48.789273127,-27.272414794,13.17
42,Santa Catarina,02,Norte Catarinense,006,Canoinhas,03808,4203808,Canoinhas,-50.397848711,-26.178807014,776.62
42,Santa Catarina,03,Serrana,010,Campos de Lages,03253,4203253,Capão Alto,-50.511479292,-27.941685281,1037.2
42,Santa Catarina,01,Oeste Catarinense,004,Joaçaba,03907,4203907,Capinzal,-51.611362755,-27.344278464,467.16
42,Santa Catarina,06,Sul Catarinense,018,Tubarão,03956,4203956,Capivari de Baixo,-48.960575068,-28.449045511,9.69
42,Santa Catarina,01,Oeste Catarinense,004,Joaçaba,04004,4204004,Catanduvas,-51.658948098,-27.072035221,964.66
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,04103,4204103,Caxambu do Sul,-52.880474892,-27.161281784,312.22
42,Santa Catarina,03,Serrana,010,Campos de Lages,04152,4204152,Celso Ramos,-51.335993824,-27.6347386,751.49
42,Santa Catarina,03,Serrana,010,Campos de Lages,04178,4204178,Cerro Negro,-50.870062264,-27.795828067,1008.75
42,Santa Catarina,04,Vale do Itajaí,014,Ituporanga,04194,4204194,Chapadão do Lageado,-49.544325954,-27.585298251,599.23
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,04202,4204202,Chapecó,-52.617031113,-27.106837021,667.7
42,Santa Catarina,06,Sul Catarinense,019,Criciúma,04251,4204251,Cocal do Sul,-49.327128719,-28.603022865,73.73
42,Santa Catarina,01,Oeste Catarinense,005,Concórdia,04301,4204301,Concórdia,-52.023971069,-27.23365878,569.51
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,04350,4204350,Cordilheira Alta,-52.60325127,-26.985081292,770.08
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,04400,4204400,Coronel Freitas,-52.709151456,-26.90325141,455.38
42,Santa Catarina,01,Oeste Catarinense,003,Xanxerê,04459,4204459,Coronel Martins,-52.669699288,-26.511637595,674.66
42,Santa Catarina,03,Serrana,010,Campos de Lages,04558,4204558,Correia Pinto,-50.36376055,-27.584808344,838.3
42,Santa Catarina,02,Norte Catarinense,008,Joinville,04509,4204509,Corupá,-49.226737,-26.431966315,55.74
42,Santa Catarina,06,Sul Catarinense,019,Criciúma,04608,4204608,Criciúma,-49.365939558,-28.673572252,52.09
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,04707,4204707,Cunha Porã,-53.173845571,-26.891727082,515.22
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,04756,4204756,Cunhataí,-53.093290492,-26.973139698,412.31
42,Santa Catarina,03,Serrana,009,Curitibanos,04806,4204806,Curitibanos,-50.582601035,-27.282982506,1004.99
42,Santa Catarina,01,Oeste Catarinense,001,São Miguel do Oeste,04905,4204905,Descanso,-53.50462887,-26.81787022,589.53
42,Santa Catarina,01,Oeste Catarinense,001,São Miguel do Oeste,05001,4205001,Dionísio Cerqueira,-53.631395122,-26.266488533,802.81
42,Santa Catarina,04,Vale do Itajaí,011,Rio do Sul,05100,4205100,Dona Emma,-49.716897745,-26.986300613,390.75
42,Santa Catarina,04,Vale do Itajaí,012,Blumenau,05159,4205159,Doutor Pedrinho,-49.479293361,-26.720460955,535.75
42,Santa Catarina,01,Oeste Catarinense,003,Xanxerê,05175,4205175,Entre Rios,-52.56253396,-26.723621095,516.64
42,Santa Catarina,06,Sul Catarinense,020,Araranguá,05191,4205191,Ermo,-49.643404977,-28.985081792,13.07
42,Santa Catarina,01,Oeste Catarinense,004,Joaçaba,05209,4205209,Erval Velho,-51.443432904,-27.273895484,680.85
42,Santa Catarina,01,Oeste Catarinense,003,Xanxerê,05308,4205308,Faxinal dos Guedes,-52.271415398,-26.859786721,999.66
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,05357,4205357,Flor do Sertão,-53.344891435,-26.779432328,299.43
42,Santa Catarina,05,Grande Florianópolis,016,Florianópolis,05407,4205407,Florianópolis,-48.547637378,-27.5877955,21.97
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,05431,4205431,Formosa do Sul,-52.793450025,-26.648523378,467.4
42,Santa Catarina,06,Sul Catarinense,019,Criciúma,05456,4205456,Forquilhinha,-49.468861053,-28.74241535,31.5
42,Santa Catarina,01,Oeste Catarinense,004,Joaçaba,05506,4205506,Fraiburgo,-50.925079235,-27.023446962,1018.83
42,Santa Catarina,03,Serrana,009,Curitibanos,05555,4205555,Frei Rogério,-50.806408249,-27.174751499,956.97
42,Santa Catarina,01,Oeste Catarinense,003,Xanxerê,05605,4205605,Galvão,-52.68200207,-26.455476238,655.8
42,Santa Catarina,06,Sul Catarinense,018,Tubarão,05704,4205704,Garopaba,-48.612556682,-28.02089593,8.41
42,Santa Catarina,02,Norte Catarinense,008,Joinville,05803,4205803,Garuva,-48.849841859,-26.022075506,22.94
42,Santa Catarina,04,Vale do Itajaí,012,Blumenau,05902,4205902,Gaspar,-48.967706568,-26.918368514,39.12
42,Santa Catarina,05,Grande Florianópolis,016,Florianópolis,06009,4206009,Governador Celso Ramos,-48.578166564,-27.318645907,22.5
42,Santa Catarina,06,Sul Catarinense,018,Tubarão,06108,4206108,Grão Pará,-49.21999604,-28.183986526,139.44
42,Santa Catarina,06,Sul Catarinense,018,Tubarão,06207,4206207,Gravatal,-49.039470258,-28.329130717,23.34
42,Santa Catarina,04,Vale do Itajaí,012,Blumenau,06306,4206306,Guabiruba,-48.983560448,-27.060325239,91.39
42,Santa Catarina,01,Oeste Catarinense,001,São Miguel do Oeste,06405,4206405,Guaraciaba,-53.522089718,-26.60034757,645.75
42,Santa Catarina,02,Norte Catarinense,008,Joinville,06504,4206504,Guaramirim,-48.992104265,-26.474445128,22.4
42,Santa Catarina,01,Oeste Catarinense,001,São Miguel do Oeste,06603,4206603,Guarujá do Sul,-53.525445108,-26.3849206,699.66
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,06652,4206652,Guatambú,-52.783840134,-27.136910865,508.6
42,Santa Catarina,01,Oeste Catarinense,004,Joaçaba,06702,4206702,Herval d'Oeste,-51.49621531,-27.170303184,518.76
42,Santa Catarina,01,Oeste Catarinense,004,Joaçaba,06751,4206751,Ibiam,-51.239427698,-27.180583476,725.65
42,Santa Catarina,01,Oeste Catarinense,004,Joaçaba,06801,4206801,Ibicaré,-51.368450261,-27.091549016,578.58
42,Santa Catarina,04,Vale do Itajaí,011,Rio do Sul,06900,4206900,Ibirama,-49.522027759,-27.053540884,277.08
42,Santa Catarina,06,Sul Catarinense,019,Criciúma,07007,4207007,Içara,-49.300822578,-28.707084009,41.03
42,Santa Catarina,04,Vale do Itajaí,013,Itajaí,07106,4207106,Ilhota,-48.825014006,-26.904625183,10.31
42,Santa Catarina,06,Sul Catarinense,018,Tubarão,07205,4207205,Imaruí,-48.814671719,-28.343849909,15.97
42,Santa Catarina,06,Sul Catarinense,018,Tubarão,07304,4207304,Imbituba,-48.669284196,-28.239951114,22.66
42,Santa Catarina,04,Vale do Itajaí,014,Ituporanga,07403,4207403,Imbuia,-49.427729344,-27.494604253,723.96
42,Santa Catarina,04,Vale do Itajaí,012,Blumenau,07502,4207502,Indaial,-49.24014046,-26.90625599,68.15
42,Santa Catarina,01,Oeste Catarinense,004,Joaçaba,07577,4207577,Iomerê,-51.240619097,-27.00107805,847.21
42,Santa Catarina,01,Oeste Catarinense,005,Concórdia,07601,4207601,Ipira,-51.770853618,-27.409708848,452.02
42,Santa Catarina,01,Oeste Catarinense,001,São Miguel do Oeste,07650,4207650,Iporã do Oeste,-53.539511884,-26.996016679,545.96
42,Santa Catarina,01,Oeste Catarinense,003,Xanxerê,07684,4207684,Ipuaçu,-52.45429691,-26.632560097,687.1
42,Santa Catarina,01,Oeste Catarinense,005,Concórdia,07700,4207700,Ipumirim,-52.140540866,-27.068326363,585.25
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,07759,4207759,Iraceminha,-53.276057794,-26.824065031,439.7
42,Santa Catarina,01,Oeste Catarinense,005,Concórdia,07809,4207809,Irani,-51.904107924,-27.01618668,1051.35
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,07858,4207858,Irati,-52.895011356,-26.657226,433.9
42,Santa Catarina,02,Norte Catarinense,006,Canoinhas,07908,4207908,Irineópolis,-50.803900049,-26.236612937,752.57
42,Santa Catarina,01,Oeste Catarinense,005,Concórdia,08005,4208005,Itá,-52.329182516,-27.281778717,420.78
42,Santa Catarina,02,Norte Catarinense,006,Canoinhas,08104,4208104,Itaiópolis,-49.908756202,-26.337126411,923.53
42,Santa Catarina,04,Vale do Itajaí,013,Itajaí,08203,4208203,Itajaí,-48.657023208,-26.907426239,6.3
42,Santa Catarina,04,Vale do Itajaí,013,Itajaí,08302,4208302,Itapema,-48.617399386,-27.095937883,5.62
42,Santa Catarina,01,Oeste Catarinense,001,São Miguel do Oeste,08401,4208401,Itapiranga,-53.714802064,-27.175375089,189.65
42,Santa Catarina,02,Norte Catarinense,008,Joinville,08450,4208450,Itapoá,-48.604167607,-26.006047887,8.22
42,Santa Catarina,04,Vale do Itajaí,014,Ituporanga,08500,4208500,Ituporanga,-49.6034147,-27.41485849,371.68
42,Santa Catarina,01,Oeste Catarinense,004,Joaçaba,08609,4208609,Jaborá,-51.743353839,-27.172853086,670.32
42,Santa Catarina,06,Sul Catarinense,020,Araranguá,08708,4208708,Jacinto Machado,-49.76176865,-29.001418613,42.9
42,Santa Catarina,06,Sul Catarinense,018,Tubarão,08807,4208807,Jaguaruna,-49.049128986,-28.624963689,5.21
42,Santa Catarina,02,Norte Catarinense,008,Joinville,08906,4208906,Jaraguá do Sul,-49.076298822,-26.490484349,29.5
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,08955,4208955,Jardinópolis,-52.858899256,-26.720569403,523.65
42,Santa Catarina,01,Oeste Catarinense,004,Joaçaba,09003,4209003,Joaçaba,-51.506689733,-27.173944529,525.24
42,Santa Catarina,02,Norte Catarinense,008,Joinville,09102,4209102,Joinville,-48.84940914,-26.304517648,10.29
42,Santa Catarina,04,Vale do Itajaí,011,Rio do Sul,09151,4209151,José Boiteux,-49.623806686,-26.954682616,335.55
42,Santa Catarina,01,Oeste Catarinense,003,Xanxerê,09177,4209177,Jupiá,-52.73438054,-26.39370281,833.97
42,Santa Catarina,01,Oeste Catarinense,004,Joaçaba,09201,4209201,Lacerdópolis,-51.562866369,-27.264600091,541.55
42,Santa Catarina,03,Serrana,010,Campos de Lages,09300,4209300,Lages,-50.330222424,-27.817259463,911.43
42,Santa Catarina,06,Sul Catarinense,018,Tubarão,09409,4209409,Laguna,-48.781388621,-28.48358595,6.53
42,Santa Catarina,01,Oeste Catarinense,003,Xanxerê,09458,4209458,Lajeado Grande,-52.566034849,-26.860942345,529.06
42,Santa Catarina,04,Vale do Itajaí,011,Rio do Sul,09508,4209508,Laurentino,-49.75526366,-27.212388101,345.6
42,Santa Catarina,06,Sul Catarinense,019,Criciúma,09607,4209607,Lauro Muller,-49.394307267,-28.393585165,206.17
42,Santa Catarina,01,Oeste Catarinense,004,Joaçaba,09706,4209706,Lebon Régis,-50.691827864,-26.929114,987.57
42,Santa Catarina,05,Grande Florianópolis,015,Tijucas,09805,4209805,Leoberto Leal,-49.289401498,-27.506389515,548.56
42,Santa Catarina,01,Oeste Catarinense,005,Concórdia,09854,4209854,Lindóia do Sul,-52.080922644,-27.047464481,661.11
42,Santa Catarina,04,Vale do Itajaí,011,Rio do Sul,09904,4209904,Lontras,-49.544829354,-27.157486563,334.82
42,Santa Catarina,04,Vale do Itajaí,012,Blumenau,10001,4210001,Luiz Alves,-48.926046772,-26.721110786,60.73
42,Santa Catarina,01,Oeste Catarinense,004,Joaçaba,10035,4210035,Luzerna,-51.467946043,-27.129896069,538.84
42,Santa Catarina,01,Oeste Catarinense,004,Joaçaba,10050,4210050,Macieira,-51.376121976,-26.855212388,883
42,Santa Catarina,02,Norte Catarinense,006,Canoinhas,10100,4210100,Mafra,-49.801037528,-26.115228494,781.51
42,Santa Catarina,05,Grande Florianópolis,015,Tijucas,10209,4210209,Major Gercino,-48.953353958,-27.418660413,50.97
42,Santa Catarina,02,Norte Catarinense,006,Canoinhas,10308,4210308,Major Vieira,-50.332986843,-26.35752653,767.83
42,Santa Catarina,06,Sul Catarinense,020,Araranguá,10407,4210407,Maracajá,-49.454376324,-28.850314606,10.12
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,10506,4210506,Maravilha,-53.17481881,-26.761623947,571.9
42,Santa Catarina,01,Oeste Catarinense,003,Xanxerê,10555,4210555,Marema,-52.62713541,-26.800421908,443.8
42,Santa Catarina,02,Norte Catarinense,008,Joinville,10605,4210605,Massaranduba,-48.988744662,-26.595458014,34.61
42,Santa Catarina,01,Oeste Catarinense,004,Joaçaba,10704,4210704,Matos Costa,-51.157451443,-26.474115435,1197.22
42,Santa Catarina,06,Sul Catarinense,020,Araranguá,10803,4210803,Meleiro,-49.62984936,-28.83244582,32.5
42,Santa Catarina,04,Vale do Itajaí,011,Rio do Sul,10852,4210852,Mirim Doce,-50.068563712,-27.201205083,354.47
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,10902,4210902,Modelo,-53.053500799,-26.778042075,453.79
42,Santa Catarina,01,Oeste Catarinense,001,São Miguel do Oeste,11009,4211009,Mondaí,-53.398684027,-27.103611694,218.7
42,Santa Catarina,03,Serrana,009,Curitibanos,11058,4211058,Monte Carlo,-50.974104678,-27.2176788,978.52
42,Santa Catarina,02,Norte Catarinense,006,Canoinhas,11108,4211108,Monte Castelo,-50.226271432,-26.456362472,823.6
42,Santa Catarina,06,Sul Catarinense,019,Criciúma,11207,4211207,Morro da Fumaça,-49.213256508,-28.654787843,21.11
42,Santa Catarina,06,Sul Catarinense,020,Araranguá,11256,4211256,Morro Grande,-49.718799983,-28.799719536,82.26
42,Santa Catarina,04,Vale do Itajaí,013,Itajaí,11306,4211306,Navegantes,-48.649182902,-26.897439119,4.92
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,11405,4211405,Nova Erechim,-52.911286665,-26.901273398,487.99
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,11454,4211454,Nova Itaberaba,-52.811244,-26.942889883,394.14
42,Santa Catarina,05,Grande Florianópolis,015,Tijucas,11504,4211504,Nova Trento,-48.925795432,-27.287771166,28.34
42,Santa Catarina,06,Sul Catarinense,019,Criciúma,11603,4211603,Nova Veneza,-49.503123581,-28.6382326,59.25
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,11652,4211652,Novo Horizonte,-52.83403339,-26.44617199,712.45
42,Santa Catarina,06,Sul Catarinense,018,Tubarão,11702,4211702,Orleans,-49.291426291,-28.360468966,124.4
42,Santa Catarina,03,Serrana,010,Campos de Lages,11751,4211751,Otacílio Costa,-50.112314689,-27.503846175,836.11
42,Santa Catarina,01,Oeste Catarinense,004,Joaçaba,11801,4211801,Ouro,-51.62056217,-27.342488172,564.29
42,Santa Catarina,01,Oeste Catarinense,003,Xanxerê,11850,4211850,Ouro Verde,-52.310019201,-26.695994419,761.58
42,Santa Catarina,01,Oeste Catarinense,005,Concórdia,11876,4211876,Paial,-52.501088749,-27.255157794,393.12
42,Santa Catarina,03,Serrana,010,Campos de Lages,11892,4211892,Painel,-50.11300974,-27.914518185,1109.7
42,Santa Catarina,05,Grande Florianópolis,016,Florianópolis,11900,4211900,Palhoça,-48.670287918,-27.647043683,6.35
42,Santa Catarina,01,Oeste Catarinense,001,São Miguel do Oeste,12007,4212007,Palma Sola,-53.279977251,-26.346508133,877.9
42,Santa Catarina,03,Serrana,010,Campos de Lages,12056,4212056,Palmeira,-50.159001405,-27.58226207,871.85
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,12106,4212106,Palmitos,-53.162267292,-27.070250549,422.4
42,Santa Catarina,02,Norte Catarinense,006,Canoinhas,12205,4212205,Papanduva,-50.163204197,-26.39398307,816.4
42,Santa Catarina,01,Oeste Catarinense,001,São Miguel do Oeste,12239,4212239,Paraíso,-53.675314131,-26.61526297,503.29
42,Santa Catarina,06,Sul Catarinense,020,Araranguá,12254,4212254,Passo de Torres,-49.72514527,-29.323459905,5.29
42,Santa Catarina,01,Oeste Catarinense,003,Xanxerê,12270,4212270,Passos Maia,-52.0617238,-26.780889147,811.39
42,Santa Catarina,05,Grande Florianópolis,016,Florianópolis,12304,4212304,Paulo Lopes,-48.681495413,-27.94981623,0.3
42,Santa Catarina,06,Sul Catarinense,018,Tubarão,12403,4212403,Pedras Grandes,-49.18648754,-28.437217649,55.67
42,Santa Catarina,04,Vale do Itajaí,013,Itajaí,12502,4212502,Penha,-48.647572911,-26.768861092,11.07
42,Santa Catarina,01,Oeste Catarinense,005,Concórdia,12601,4212601,Peritiba,-51.909814667,-27.377309281,441.17
42,Santa Catarina,06,Sul Catarinense,018,Tubarão,12650,4212650,Pescaria Brava,0,0,0
42,Santa Catarina,04,Vale do Itajaí,014,Ituporanga,12700,4212700,Petrolândia,-49.694868623,-27.528126833,422.2
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,12908,4212908,Pinhalzinho,-52.982253245,-26.848814334,549.97
42,Santa Catarina,01,Oeste Catarinense,004,Joaçaba,13005,4213005,Pinheiro Preto,-51.230536483,-27.045134616,677.18
42,Santa Catarina,01,Oeste Catarinense,005,Concórdia,13104,4213104,Piratuba,-51.758649827,-27.415953551,420.79
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,13153,4213153,Planalto Alegre,-52.86735203,-27.069459776,561.12
42,Santa Catarina,04,Vale do Itajaí,012,Blumenau,13203,4213203,Pomerode,-49.174197527,-26.744826396,60.13
42,Santa Catarina,03,Serrana,009,Curitibanos,13302,4213302,Ponte Alta,-50.37710065,-27.467784072,850.95
42,Santa Catarina,03,Serrana,009,Curitibanos,13351,4213351,Ponte Alta do Norte,-50.465404267,-27.169029182,971.95
42,Santa Catarina,01,Oeste Catarinense,003,Xanxerê,13401,4213401,Ponte Serrada,-52.01453751,-26.874912827,978.1
42,Santa Catarina,04,Vale do Itajaí,013,Itajaí,13500,4213500,Porto Belo,-48.602756739,-27.149466209,16.3
42,Santa Catarina,02,Norte Catarinense,006,Canoinhas,13609,4213609,Porto União,-51.081604633,-26.230004898,759.76
42,Santa Catarina,04,Vale do Itajaí,011,Rio do Sul,13708,4213708,Pouso Redondo,-49.955652135,-27.251086278,377.92
42,Santa Catarina,06,Sul Catarinense,020,Araranguá,13807,4213807,Praia Grande,-49.96059197,-29.195776363,49.73
42,Santa Catarina,01,Oeste Catarinense,005,Concórdia,13906,4213906,Presidente Castello Branco,-51.811375538,-27.219942194,532.84
42,Santa Catarina,04,Vale do Itajaí,011,Rio do Sul,14003,4214003,Presidente Getúlio,-49.622086169,-27.041408241,251.69
42,Santa Catarina,04,Vale do Itajaí,011,Rio do Sul,14102,4214102,Presidente Nereu,-49.403292771,-27.287329214,409.07
42,Santa Catarina,01,Oeste Catarinense,001,São Miguel do Oeste,14151,4214151,Princesa,-53.598105875,-26.444335206,579.01
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,14201,4214201,Quilombo,-52.72760957,-26.740055549,431.75
42,Santa Catarina,05,Grande Florianópolis,017,Tabuleiro,14300,4214300,Rancho Queimado,-49.008432379,-27.677208864,801.71
42,Santa Catarina,01,Oeste Catarinense,004,Joaçaba,14409,4214409,Rio das Antas,-51.076019943,-26.897067435,784.71
42,Santa Catarina,04,Vale do Itajaí,011,Rio do Sul,14508,4214508,Rio do Campo,-50.139588913,-26.942308431,588.75
42,Santa Catarina,04,Vale do Itajaí,011,Rio do Sul,14607,4214607,Rio do Oeste,-49.802862216,-27.191166518,337.18
42,Santa Catarina,04,Vale do Itajaí,011,Rio do Sul,14805,4214805,Rio do Sul,-49.643237529,-27.217903225,350.39
42,Santa Catarina,04,Vale do Itajaí,012,Blumenau,14706,4214706,Rio dos Cedros,-49.272379443,-26.749129816,72.23
42,Santa Catarina,06,Sul Catarinense,018,Tubarão,14904,4214904,Rio Fortuna,-49.1050938,-28.132591388,131.96
42,Santa Catarina,02,Norte Catarinense,007,São Bento do Sul,15000,4215000,Rio Negrinho,-49.517295075,-26.25532502,788.81
42,Santa Catarina,03,Serrana,010,Campos de Lages,15059,4215059,Rio Rufino,-49.777591804,-27.86323547,890.43
42,Santa Catarina,01,Oeste Catarinense,001,São Miguel do Oeste,15075,4215075,Riqueza,-53.325286211,-27.067594164,225.58
42,Santa Catarina,04,Vale do Itajaí,012,Blumenau,15109,4215109,Rodeio,-49.304707233,-26.943501668,231.5
42,Santa Catarina,01,Oeste Catarinense,001,São Miguel do Oeste,15208,4215208,Romelândia,-53.3201584,-26.67946356,404.26
42,Santa Catarina,04,Vale do Itajaí,011,Rio do Sul,15307,4215307,Salete,-50.001730731,-26.975244333,436.91
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,15356,4215356,Saltinho,-53.05863124,-26.608558919,650.02
42,Santa Catarina,01,Oeste Catarinense,004,Joaçaba,15406,4215406,Salto Veloso,-51.405208077,-26.903164607,850.2
42,Santa Catarina,06,Sul Catarinense,018,Tubarão,15455,4215455,Sangão,-49.134029864,-28.633222922,61.06
42,Santa Catarina,03,Serrana,009,Curitibanos,15505,4215505,Santa Cecília,-50.42290162,-26.956900744,1121.24
42,Santa Catarina,01,Oeste Catarinense,001,São Miguel do Oeste,15554,4215554,Santa Helena,-53.619987873,-26.939843923,514
42,Santa Catarina,06,Sul Catarinense,018,Tubarão,15604,4215604,Santa Rosa de Lima,-49.125091302,-28.035605572,280.07
42,Santa Catarina,06,Sul Catarinense,020,Araranguá,15653,4215653,Santa Rosa do Sul,-49.717626373,-29.135288218,19.39
42,Santa Catarina,02,Norte Catarinense,006,Canoinhas,15679,4215679,Santa Terezinha,-50.005529187,-26.780982353,604.02
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,15687,4215687,Santa Terezinha do Progresso,-53.199846961,-26.619775573,420.19
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,15695,4215695,Santiago do Sul,-52.67594947,-26.63480909,448.59
42,Santa Catarina,05,Grande Florianópolis,016,Florianópolis,15703,4215703,Santo Amaro da Imperatriz,-48.780239921,-27.689747758,37.5
42,Santa Catarina,02,Norte Catarinense,007,São Bento do Sul,15802,4215802,São Bento do Sul,-49.386978895,-26.249485418,859.92
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,15752,4215752,São Bernardino,-52.965538739,-26.473278246,599.48
42,Santa Catarina,05,Grande Florianópolis,017,Tabuleiro,15901,4215901,São Bonifácio,-48.929311958,-27.896496698,422.2
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,16008,4216008,São Carlos,-53.01739427,-27.078635077,293.19
42,Santa Catarina,03,Serrana,009,Curitibanos,16057,4216057,São Cristovão do Sul,-50.43462893,-27.282946673,1068.1
42,Santa Catarina,01,Oeste Catarinense,003,Xanxerê,16107,4216107,São Domingos,-52.537227468,-26.557830369,620.93
